"pos";"variable";"label";"value_labels"
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[71] SERVICE/SALES EMP."
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[72] BLUE COLLAR EMP."
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[73] CLEANERS AND HELPERS"
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[74] AGRICULTURAL EMP."
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[80] RETIRED PERSONS"
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[90] OTHERS OUTSIDE LF"
"372";"meseg";"MUTTER: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[99] OTHER INACTIVE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[-42] DATENFEHLER: MFN"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[-10] TNZ: FILTER"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[-9] KEINE ANGABE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[-8] WEISS NICHT"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[1] OHNE ABSCHLUSS"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[2] VOLKS-,HAUPTSCHULE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[3] MITTLERE REIFE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[4] FACHHOCHSCHULREIFE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[5] HOCHSCHULREIFE"
"373";"feduc";"VATER: ALLGEMEINER SCHULABSCHLUSS";"[6] ANDERER ABSCHLUSS"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[-42] DATENFEHLER: MFN"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[-10] TNZ: FILTER"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[-9] KEINE ANGABE"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[-8] WEISS NICHT"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[1] OHNE ABSCHLUSS"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[2] VOLKS-,HAUPTSCHULE"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[3] MITTLERE REIFE"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[4] FACHHOCHSCHULREIFE"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[5] HOCHSCHULREIFE"
"374";"meduc";"MUTTER: ALLGEMEINER SCHULABSCHLUSS";"[6] ANDERER ABSCHLUSS"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-42] DATENFEHLER: MFN"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-10] TNZ: FILTER"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-9] KEINE ANGABE"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-8] WEISS NICHT"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[1] KEIN ABSCHLUSS"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[5] LEHRE:GEWERBL.,LANDW"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[6] LEHRE:KAUFMAENNISCH"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[9] MEISTER, TECHNIKER"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[10] FH-ABSCHLUSS"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[11] HOCHSCHULABSCHLUSS"
"375";"fde01";"VATER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[50] ANDERER ABSCHLUSS"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-42] DATENFEHLER: MFN"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-10] TNZ: FILTER"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-9] KEINE ANGABE"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[-8] WEISS NICHT"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[1] KEIN ABSCHLUSS"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[5] LEHRE:GEWERBL.,LANDW"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[6] LEHRE:KAUFMAENNISCH"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[9] MEISTER, TECHNIKER"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[10] FH-ABSCHLUSS"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[11] HOCHSCHULABSCHLUSS"
"376";"mde01";"MUTTER: BERUFLICHER AUSBILDUNGSABSCHLUSS";"[50] ANDERER ABSCHLUSS"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[-32] NICHT GENERIERBAR"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[-10] TNZ: FILTER"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[1] BASIC EDUCATION"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[2] LOWER SECONDARY"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[3] UPPER SECONDARY"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[4] POST SECONDARY"
"377";"fiscd975";"VATER: ISCED 1997 - 5 STUFEN";"[5] TERTIARY EDUCATION"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[-32] NICHT GENERIERBAR"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[-10] TNZ: FILTER"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[1] BASIC EDUCATION"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[2] LOWER SECONDARY"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[3] UPPER SECONDARY"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[4] POST SECONDARY"
"378";"miscd975";"MUTTER: ISCED 1997 - 5 STUFEN";"[5] TERTIARY EDUCATION"
"379";"di01a";"BEFR.: NETTOEINKOMMEN, OFFENE ABFRAGE";"[-50] KEIN EINKOMMEN"
"379";"di01a";"BEFR.: NETTOEINKOMMEN, OFFENE ABFRAGE";"[-41] DATENFEHLER"
"379";"di01a";"BEFR.: NETTOEINKOMMEN, OFFENE ABFRAGE";"[-15] TNZ: MODE"
"379";"di01a";"BEFR.: NETTOEINKOMMEN, OFFENE ABFRAGE";"[-9] KEINE ANGABE"
"379";"di01a";"BEFR.: NETTOEINKOMMEN, OFFENE ABFRAGE";"[-7] VERWEIGERT"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-50] KEIN EINKOMMEN"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-42] DATENFEHLER: MFN"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-41] DATENFEHLER"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-10] TNZ: FILTER"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-9] KEINE ANGABE"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[-7] VERWEIGERT"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[1] UNTER 200 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[2] 200 - 299 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[3] 300 - 399 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[4] 400 - 499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[5] 500 - 599 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[6] 600 - 749 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[7] 750 - 874 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[8] 875 - 999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[9] 1000 - 1124 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[10] 1125 - 1249 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[11] 1250 - 1374 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[12] 1375 - 1499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[13] 1500 - 1749 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[14] 1750 - 1999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[15] 2000 - 2249 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[16] 2250 - 2499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[17] 2500 - 2749 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[18] 2750 - 2999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[19] 3000 - 3499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[20] 3500 - 3999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[21] 4000 - 4499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[22] 4500 - 4999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[23] 5000 - 5999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[24] 6000 - 7499 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[25] 7500 - 9999 EURO"
"380";"di02a";"BEFR.: NETTOEINKOMMEN, LISTENABFRAGE";"[26] 10000 EURO UND MEHR"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[-50] KEIN EINKOMMEN"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[-32] NICHT GENERIERBAR"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[-9] KEINE ANGABE"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[-7] VERWEIGERT"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[1] UNTER 200 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[2] 200 - 299 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[3] 300 - 399 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[4] 400 - 499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[5] 500 - 599 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[6] 600 - 749 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[7] 750 - 874 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[8] 875 - 999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[9] 1000 - 1124 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[10] 1125 - 1249 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[11] 1250 - 1374 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[12] 1375 - 1499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[13] 1500 - 1749 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[14] 1750 - 1999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[15] 2000 - 2249 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[16] 2250 - 2499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[17] 2500 - 2749 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[18] 2750 - 2999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[19] 3000 - 3499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[20] 3500 - 3999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[21] 4000 - 4499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[22] 4500 - 4999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[23] 5000 - 5999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[24] 6000 - 7499 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[25] 7500 - 9999 EURO"
"381";"incc";"NETTOEINKOMMEN(OFFENE+LISTENANGABE),KAT.";"[26] 10000 EURO UND MEHR"
"382";"dh01";"MEHRPERSONENHAUSHALT?";"[-9] KEINE ANGABE"
"382";"dh01";"MEHRPERSONENHAUSHALT?";"[1] MEHRPERSONENHH."
"382";"dh01";"MEHRPERSONENHAUSHALT?";"[2] EINPERSONENHH."
"383";"dh11";"ANZAHL WEITERER HAUSHALTSPERSONEN";"[-10] TNZ: FILTER"
"383";"dh11";"ANZAHL WEITERER HAUSHALTSPERSONEN";"[-9] KEINE ANGABE"
"384";"dh04";"ANZAHL DER HAUSHALTSPERSONEN";"[-32] NICHT GENERIERBAR"
"385";"dh09";"REDUZIERTE HAUSHALTSGROESSE";"[-32] NICHT GENERIERBAR"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-41] DATENFEHLER"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-10] TNZ: FILTER"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-9] KEINE ANGABE"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[1] EHEGATTE"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[2] PARTNER(IN)"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[3] EIG.LEIBL.KIND"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[4] STIEF-,ADOPTIVKIND"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[5] BRUDER,SCHWESTER"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[6] STIEFBRUD.,-SCHWEST"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[7] EIGENER ENKEL"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[8] VATER,MUTTER"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[9] STIEFELTERN"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[10] SCHWIEGERELTERNTEIL"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[11] SCHWIEGERKIND"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[12] SCHWAGER (M/W)"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[13] GROSSVATER,-MUTTER"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[14] GROSSELT.D.(EHE)P."
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[15] ANDERE VERWANDTE"
"386";"hh2kin";"2.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[16] NICHTVERWANDTE PERS."
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[-42] DATENFEHLER: MFN"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[-41] DATENFEHLER"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[-10] TNZ: FILTER"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[-9] KEINE ANGABE"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[1] MAENNLICH"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[2] WEIBLICH"
"387";"hh2sex";"2.HAUSH.PERSON: GESCHLECHT";"[3] DIVERS"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[-15] TNZ: MODE"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[-10] TNZ: FILTER"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[-9] KEINE ANGABE"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[1] JANUAR"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[2] FEBRUAR"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[3] MAERZ"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[4] APRIL"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[5] MAI"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[6] JUNI"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[7] JULI"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[8] AUGUST"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[9] SEPTEMBER"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[10] OKTOBER"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[11] NOVEMBER"
"388";"hh2mborn";"2.HAUSH.PERSON: GEBURTSMONAT";"[12] DEZEMBER"
"389";"hh2yborn";"2.HAUSH.PERSON: GEBURTSJAHR";"[-41] DATENFEHLER"
"389";"hh2yborn";"2.HAUSH.PERSON: GEBURTSJAHR";"[-10] TNZ: FILTER"
"389";"hh2yborn";"2.HAUSH.PERSON: GEBURTSJAHR";"[-9] KEINE ANGABE"
"390";"hh2age";"2.HAUSH.PERSON: ALTER";"[-32] NICHT GENERIERBAR"
"390";"hh2age";"2.HAUSH.PERSON: ALTER";"[-10] TNZ: FILTER"
"390";"hh2age";"2.HAUSH.PERSON: ALTER";"[0] UNTER 1 JAHR"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[-33] NICHT BESTIMMBAR"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[-10] TNZ: FILTER"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[-9] KEINE ANGABE"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[1] VERHEIRATET"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[2] VERH.LEBT GETRENNT"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[3] VERWITWET"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[4] GESCHIEDEN"
"391";"hh2mstat";"2.HAUSH.PERSON: FAMILIENSTAND";"[5] LEDIG"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-41] DATENFEHLER"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-10] TNZ: FILTER"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-9] KEINE ANGABE"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[1] EHEGATTE"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[2] PARTNER(IN)"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[3] EIG.LEIBL.KIND"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[4] STIEF-,ADOPTIVKIND"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[5] BRUDER,SCHWESTER"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[7] EIGENER ENKEL"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[8] VATER,MUTTER"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[9] STIEFELTERN"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[10] SCHWIEGERELTERNTEIL"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[11] SCHWIEGERKIND"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[12] SCHWAGER (M/W)"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[13] GROSSVATER,-MUTTER"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[14] GROSSELT.D.(EHE)P."
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[15] ANDERE VERWANDTE"
"392";"hh3kin";"3.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[16] NICHTVERWANDTE PERS."
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[-42] DATENFEHLER: MFN"
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[-10] TNZ: FILTER"
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[-9] KEINE ANGABE"
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[1] MAENNLICH"
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[2] WEIBLICH"
"393";"hh3sex";"3.HAUSH.PERSON: GESCHLECHT";"[3] DIVERS"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[-15] TNZ: MODE"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[-10] TNZ: FILTER"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[-9] KEINE ANGABE"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[1] JANUAR"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[2] FEBRUAR"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[3] MAERZ"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[4] APRIL"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[5] MAI"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[6] JUNI"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[7] JULI"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[8] AUGUST"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[9] SEPTEMBER"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[10] OKTOBER"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[11] NOVEMBER"
"394";"hh3mborn";"3.HAUSH.PERSON: GEBURTSMONAT";"[12] DEZEMBER"
"395";"hh3yborn";"3.HAUSH.PERSON: GEBURTSJAHR";"[-10] TNZ: FILTER"
"395";"hh3yborn";"3.HAUSH.PERSON: GEBURTSJAHR";"[-9] KEINE ANGABE"
"396";"hh3age";"3.HAUSH.PERSON: ALTER";"[-32] NICHT GENERIERBAR"
"396";"hh3age";"3.HAUSH.PERSON: ALTER";"[-10] TNZ: FILTER"
"396";"hh3age";"3.HAUSH.PERSON: ALTER";"[0] UNTER 1 JAHR"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[-10] TNZ: FILTER"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[-9] KEINE ANGABE"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[1] VERHEIRATET"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[2] VERH.LEBT GETRENNT"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[3] VERWITWET"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[4] GESCHIEDEN"
"397";"hh3mstat";"3.HAUSH.PERSON: FAMILIENSTAND";"[5] LEDIG"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-41] DATENFEHLER"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-10] TNZ: FILTER"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[-9] KEINE ANGABE"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[1] EHEGATTE"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[2] PARTNER(IN)"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[3] EIG.LEIBL.KIND"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[4] STIEF-,ADOPTIVKIND"
"398";"hh4kin";"4.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.";"[5] BRUDER,SCHWESTER"
